"id","Acer_Capillipes","Acer_Circinatum","Acer_Mono","Acer_Opalus","Acer_Palmatum","Acer_Pictum","Acer_Platanoids","Acer_Rubrum","Acer_Rufinerve","Acer_Saccharinum","Alnus_Cordata","Alnus_Maximowiczii","Alnus_Rubra","Alnus_Sieboldiana","Alnus_Viridis","Arundinaria_Simonii","Betula_Austrosinensis","Betula_Pendula","Callicarpa_Bodinieri","Castanea_Sativa","Celtis_Koraiensis","Cercis_Siliquastrum","Cornus_Chinensis","Cornus_Controversa","Cornus_Macrophylla","Cotinus_Coggygria","Crataegus_Monogyna","Cytisus_Battandieri","Eucalyptus_Glaucescens","Eucalyptus_Neglecta","Eucalyptus_Urnigera","Fagus_Sylvatica","Ginkgo_Biloba","Ilex_Aquifolium","Ilex_Cornuta","Liquidambar_Styraciflua","Liriodendron_Tulipifera","Lithocarpus_Cleistocarpus","Lithocarpus_Edulis","Magnolia_Heptapeta","Magnolia_Salicifolia","Morus_Nigra","Olea_Europaea","Phildelphus","Populus_Adenopoda","Populus_Grandidentata","Populus_Nigra","Prunus_Avium","Prunus_X_Shmittii","Pterocarya_Stenoptera","Quercus_Afares","Quercus_Agrifolia","Quercus_Alnifolia","Quercus_Brantii","Quercus_Canariensis","Quercus_Castaneifolia","Quercus_Cerris","Quercus_Chrysolepis","Quercus_Coccifera","Quercus_Coccinea","Quercus_Crassifolia","Quercus_Crassipes","Quercus_Dolicholepis","Quercus_Ellipsoidalis","Quercus_Greggii","Quercus_Hartwissiana","Quercus_Ilex","Quercus_Imbricaria","Quercus_Infectoria_sub","Quercus_Kewensis","Quercus_Nigra","Quercus_Palustris","Quercus_Phellos","Quercus_Phillyraeoides","Quercus_Pontica","Quercus_Pubescens","Quercus_Pyrenaica","Quercus_Rhysophylla","Quercus_Rubra","Quercus_Semecarpifolia","Quercus_Shumardii","Quercus_Suber","Quercus_Texana","Quercus_Trojana","Quercus_Variabilis","Quercus_Vulcanica","Quercus_x_Hispanica","Quercus_x_Turneri","Rhododendron_x_Russellianum","Salix_Fragilis","Salix_Intergra","Sorbus_Aria","Tilia_Oliveri","Tilia_Platyphyllos","Tilia_Tomentosa","Ulmus_Bergmanniana","Viburnum_Tinus","Viburnum_x_Rhytidophylloides","Zelkova_Serrata"
33,0.004,0.002,0,0.02,0,0,0.002,0,0,0,0.002,0,0.008,0.1,0.004,0,0.018,0,0.002,0,0,0,0.002,0.024,0.006,0,0,0,0.006,0.054,0.05,0,0,0,0,0,0,0.004,0.046,0,0.004,0.014,0,0.064,0.002,0.002,0.004,0.024,0,0.044,0.014,0.004,0,0.152,0.04,0.014,0,0.01,0,0,0.002,0,0,0,0.002,0,0,0.044,0.008,0,0.004,0,0.008,0,0.002,0,0,0.014,0,0.002,0,0,0,0.004,0.034,0.004,0.01,0,0.008,0.002,0.01,0.002,0.008,0,0.002,0.024,0.004,0.022,0.034
36,0,0.002,0.002,0.012,0,0,0.004,0.004,0.002,0,0.004,0.002,0.002,0,0.044,0,0,0,0.018,0.064,0.006,0,0.01,0,0.028,0,0,0.002,0.002,0.02,0.002,0.04,0.002,0.016,0.058,0,0,0.002,0.012,0.002,0.008,0.002,0,0.004,0,0.012,0.004,0.002,0.052,0.006,0.036,0.01,0.012,0.014,0.004,0.014,0.002,0.006,0,0,0.002,0,0.038,0,0,0.004,0.002,0,0.016,0,0.004,0,0,0.062,0.036,0,0,0.026,0.002,0.014,0,0.006,0.002,0.072,0.024,0,0,0.002,0.108,0.006,0.008,0.002,0.002,0,0,0,0.008,0.004,0
39,0,0.006,0,0.002,0.002,0,0,0,0,0.002,0,0,0,0.002,0,0.014,0,0,0.018,0,0.002,0,0.006,0,0.004,0,0.04,0.024,0,0,0.002,0,0.018,0.006,0.024,0,0,0,0,0,0,0,0.094,0.002,0,0.004,0,0,0.002,0,0.004,0,0.006,0,0.004,0,0.03,0,0.07,0.012,0,0.024,0.01,0.004,0.002,0.004,0.034,0,0.004,0.03,0.03,0,0.002,0.002,0,0.326,0.006,0,0.014,0.006,0.008,0.01,0.026,0,0,0.002,0.008,0.01,0.014,0.012,0.004,0,0,0.002,0,0,0.004,0,0.002
41,0,0,0,0.064,0,0,0,0,0,0,0.404,0.002,0.054,0,0.006,0.004,0,0,0,0.012,0.002,0,0.002,0,0,0,0,0,0,0.004,0.004,0.016,0,0.01,0,0,0.02,0.01,0.002,0,0.004,0,0,0.004,0,0.008,0.032,0,0,0,0,0.022,0,0.004,0.024,0.004,0,0.008,0,0,0.004,0,0,0,0,0,0,0.008,0,0,0.004,0,0.01,0,0.022,0,0,0.038,0,0.002,0,0,0,0,0.014,0.002,0.002,0.002,0,0,0.036,0.01,0.088,0,0,0.002,0.022,0.008,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.002,0.002,0,0.012,0,0.02,0,0,0.024,0,0.006,0,0.004,0.002,0,0.018,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.018,0,0.002,0.008,0.292,0,0.002,0,0,0,0.002,0,0,0,0.098,0,0.072,0,0,0,0.002,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0,0.006,0.012,0,0,0,0.004,0,0,0.062,0,0,0,0,0.028,0.004,0
46,0,0.03,0,0.006,0,0,0.002,0.004,0.012,0,0,0.006,0.004,0,0.006,0,0.008,0.016,0.034,0.01,0.006,0,0,0,0.01,0,0.006,0.006,0,0.002,0,0.02,0,0.076,0.012,0,0,0,0,0.002,0.004,0,0,0,0,0.01,0.082,0,0.006,0.004,0.016,0.006,0,0,0.016,0.208,0,0.032,0.002,0.002,0,0.006,0,0,0,0.036,0.008,0,0.024,0.002,0.032,0,0,0.006,0.014,0,0.016,0.004,0.016,0.006,0,0.012,0,0.028,0.012,0.008,0.02,0.038,0.028,0,0,0.002,0,0,0,0,0.016,0,0
47,0,0.006,0,0.048,0,0,0.012,0.006,0.012,0,0.002,0,0.026,0,0.02,0,0,0,0.006,0.012,0.024,0,0.014,0,0.034,0,0.002,0,0,0.006,0.008,0.01,0,0.024,0.054,0,0.002,0.004,0.004,0.006,0.002,0,0,0.002,0,0.064,0.052,0.01,0.012,0.002,0.028,0.064,0.002,0.016,0.034,0.012,0.002,0.048,0,0,0,0.002,0,0,0,0,0,0,0.016,0.006,0.004,0,0.006,0,0.07,0,0,0.024,0,0.026,0,0,0,0.01,0.062,0,0.02,0.01,0.008,0,0.014,0,0.012,0,0.002,0,0.01,0.006,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0.002,0.026,0.002,0,0.002,0,0,0.002,0,0.3,0,0,0,0.002,0,0.01,0.038,0,0,0,0,0,0.026,0,0,0,0,0,0,0.002,0,0.002,0.006,0,0.06,0,0.01,0.004,0,0.004,0,0,0,0,0.098,0,0.002,0,0,0.004,0,0.004,0,0,0,0.06,0,0.002,0,0,0.002,0.002,0,0,0,0.002,0.004,0,0,0.008,0.006,0,0,0.2,0,0,0,0,0.086,0,0
52,0.016,0,0,0.008,0,0,0.002,0.002,0,0,0,0,0.01,0.286,0.004,0,0.066,0,0,0,0,0,0,0.026,0.004,0,0.002,0,0.002,0.018,0.052,0,0,0,0,0,0.006,0.002,0.082,0,0,0.008,0,0.052,0.024,0,0.004,0.104,0.02,0.004,0.002,0.002,0.002,0.012,0,0.008,0,0,0,0,0.004,0,0,0,0.002,0,0.006,0.002,0,0,0,0,0,0.002,0,0,0,0,0,0.002,0,0,0,0,0.012,0.012,0,0,0,0,0,0.002,0,0.006,0.002,0.042,0,0,0.076
53,0,0,0.008,0,0.096,0.13,0,0,0,0.062,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.008,0,0.002,0,0.024,0,0,0,0,0,0,0.002,0.61,0,0,0,0,0.004,0,0.006,0,0.01,0.002,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0.01,0.002,0,0,0,0,0,0.002,0.002,0,0,0.002,0,0,0.002,0.002,0.004,0.006,0,0.01,0,0.018,0.012,0,0.002,0.038,0.082,0.004,0,0.01,0.01,0,0.004,0.016,0,0.006,0.004,0.004,0.004,0.03,0,0.046,0.028,0.008,0,0.004,0.028,0.002,0,0.016,0.002,0.022,0,0.016,0.026,0.004,0,0.024,0,0.006,0.028,0.08,0,0.02,0,0.09,0.002,0.004,0.004,0.004,0,0,0.022,0.004,0.038,0.002,0.006,0,0.004,0,0.004,0,0.008,0.008,0,0.002,0.004,0.012,0.022,0,0.012,0,0.008,0.002,0.07,0.02,0.002,0
59,0,0,0.002,0.002,0,0.002,0.002,0,0,0,0,0,0,0.002,0.012,0.074,0,0,0.026,0.006,0,0,0,0,0,0,0.004,0.002,0.01,0.006,0,0.002,0.086,0.008,0.016,0,0,0,0.002,0,0,0,0.002,0,0.002,0.004,0,0.002,0,0.002,0.02,0,0.002,0.002,0.042,0.004,0.052,0.03,0.004,0,0.004,0,0.014,0,0.004,0.034,0.006,0.002,0.066,0.08,0.05,0,0.03,0,0,0.002,0.012,0,0.008,0,0,0,0.002,0,0.002,0,0.046,0.066,0.062,0.03,0.046,0.002,0,0,0,0,0,0,0
62,0,0,0.002,0,0,0,0.01,0.004,0,0.002,0,0,0,0.026,0.002,0,0,0.002,0.006,0,0.004,0,0.002,0,0,0,0.008,0.002,0.032,0.064,0.096,0,0,0.002,0.002,0,0,0,0,0,0,0,0.002,0.016,0.014,0.002,0.002,0.054,0.004,0.014,0.032,0,0.004,0,0.004,0.02,0.014,0.01,0.002,0.002,0,0.008,0.02,0,0.002,0.002,0.07,0.002,0.088,0.032,0.008,0,0.018,0.002,0.002,0.002,0.002,0.004,0,0,0,0,0,0.008,0.002,0,0.004,0.002,0.05,0.194,0.008,0,0,0,0,0.004,0,0,0.004
65,0,0.006,0,0.018,0,0,0.004,0.008,0.004,0,0,0,0.004,0.026,0.002,0.002,0.004,0,0,0,0,0,0.004,0,0,0,0,0,0.008,0.068,0.094,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.002,0,0,0,0.038,0.006,0.13,0.04,0,0.002,0.026,0.008,0.048,0.02,0.036,0,0,0,0,0,0,0,0.004,0,0.008,0.034,0.002,0.014,0,0.044,0,0.002,0,0.002,0.026,0,0,0,0,0,0.004,0.022,0.004,0.02,0,0.056,0.03,0.064,0,0.01,0.004,0,0.012,0.002,0.008,0.008
68,0,0.366,0.004,0.006,0.006,0.002,0.078,0.064,0.014,0.008,0,0,0,0,0.002,0,0,0.044,0,0,0,0,0,0,0.004,0.002,0.066,0,0.008,0,0.002,0,0,0,0,0.01,0,0,0.004,0,0,0,0.01,0.004,0.002,0.004,0.034,0.002,0,0,0.008,0,0.002,0.006,0,0.004,0.012,0,0.006,0.004,0,0.042,0,0.024,0,0.008,0.01,0,0,0.012,0.004,0.004,0,0,0.002,0.008,0.02,0,0.014,0.002,0.014,0.012,0.004,0.016,0,0.006,0.004,0.002,0,0,0,0,0.002,0,0,0,0.002,0,0
70,0,0.006,0.016,0.006,0,0,0.002,0.002,0.004,0.004,0,0,0,0,0,0.178,0,0.018,0.004,0.002,0.004,0,0.002,0,0,0,0.018,0,0.012,0,0,0,0.006,0.002,0,0,0.004,0,0,0,0.008,0,0.012,0.002,0,0.002,0,0.008,0,0.012,0.004,0,0.002,0.002,0.002,0.012,0.068,0.008,0.004,0.006,0.008,0.01,0,0.01,0,0.01,0.01,0,0.016,0.072,0.152,0,0.014,0,0,0.022,0.01,0,0.004,0,0.002,0.004,0.026,0.002,0,0,0.006,0.018,0.088,0.058,0.016,0,0,0,0,0,0,0,0
74,0.002,0.006,0.06,0.002,0.002,0,0.016,0.01,0.002,0.006,0,0,0,0.016,0,0.018,0,0.02,0.016,0,0,0,0,0,0,0,0.004,0.008,0.154,0.002,0.002,0,0,0.004,0.002,0.004,0,0,0.01,0,0,0,0.008,0.016,0.008,0.01,0.002,0.004,0.006,0.022,0.012,0,0.012,0.008,0,0.008,0.06,0.01,0.01,0.018,0,0.002,0.004,0.002,0,0,0.042,0,0.026,0.05,0.02,0,0.014,0.002,0,0.014,0.014,0,0.024,0,0,0,0,0,0.002,0.03,0.016,0.028,0.018,0.1,0.006,0,0,0,0,0,0,0,0.006
77,0,0,0.01,0.002,0.002,0.008,0.008,0.004,0.008,0.016,0,0,0,0.002,0,0.172,0,0.002,0,0,0,0,0,0,0,0,0.006,0,0.026,0,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0.024,0,0.002,0,0,0.004,0,0.004,0.002,0,0.002,0.002,0,0.014,0.1,0.004,0,0.018,0,0.018,0,0.008,0,0,0.004,0,0.02,0.042,0.046,0.006,0.004,0,0,0.004,0.024,0,0.006,0,0.006,0,0.024,0,0,0.018,0.012,0.002,0.09,0.18,0.034,0,0,0,0,0,0,0,0.002
79,0,0.012,0.068,0.002,0.102,0.062,0.068,0.022,0,0.106,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0.008,0,0.022,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0.006,0,0.01,0.002,0.002,0,0,0,0,0,0,0,0,0,0.01,0,0,0.036,0,0.01,0,0.076,0,0,0,0,0.002,0.004,0.034,0.088,0,0,0,0.008,0,0,0.012,0,0.03,0.01,0.008,0,0,0.012,0,0,0,0.018,0,0,0,0,0,0,0,0,0.002
86,0,0.004,0.016,0.014,0,0,0,0,0,0,0,0.022,0,0,0.012,0.01,0.004,0.012,0.052,0.012,0.002,0,0.002,0,0.006,0,0.01,0.006,0,0,0.002,0.006,0.014,0.008,0.006,0,0.002,0,0,0.008,0,0,0.002,0,0,0.01,0.004,0,0,0,0.034,0,0.006,0,0.002,0.024,0.03,0.004,0.002,0,0,0.032,0.006,0.002,0.006,0.096,0.026,0,0.036,0.03,0.112,0,0,0,0,0.006,0.066,0,0.036,0,0,0.002,0.008,0.002,0,0.002,0.024,0.126,0.02,0,0.004,0,0,0,0,0,0.01,0,0
89,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0,0,0,0.012,0.01,0,0,0.012,0,0.016,0,0,0.002,0,0.042,0.166,0,0.004,0.008,0.002,0,0,0.002,0.03,0.002,0.048,0,0,0.026,0,0.004,0.002,0.126,0.006,0.012,0.01,0.004,0,0.044,0.082,0.004,0.002,0.036,0,0,0,0,0,0,0.002,0,0.002,0.01,0.032,0.002,0.002,0,0.01,0.002,0.014,0,0,0.008,0,0.002,0,0,0,0,0.028,0,0.046,0.008,0.052,0.002,0,0.004,0,0,0,0.004,0.012,0,0
90,0,0,0,0,0,0,0,0,0,0,0.002,0.004,0.058,0.002,0.006,0,0,0,0,0,0.006,0,0.008,0.162,0.01,0.002,0,0,0,0.048,0.002,0.012,0.002,0,0,0,0.006,0.162,0,0.042,0.01,0.026,0,0.004,0.002,0,0.002,0.004,0.002,0.008,0,0.004,0,0.002,0.01,0.034,0,0.002,0,0,0.052,0,0.002,0,0.006,0,0,0.028,0,0,0,0,0,0.014,0.058,0.002,0,0.008,0,0,0,0,0,0,0.046,0,0.002,0,0,0,0.002,0.016,0,0.006,0.014,0.038,0.01,0.052,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.008,0,0,0,0.056,0.012,0,0,0.006,0,0.02,0,0,0.006,0,0.008,0.002,0.004,0,0.062,0.052,0,0.004,0,0,0.004,0.048,0,0,0.006,0,0.004,0.002,0.046,0.006,0.01,0.07,0.002,0.002,0,0.06,0.024,0.002,0.03,0.004,0,0,0.002,0.004,0,0.002,0.006,0.004,0.04,0.05,0.014,0.006,0,0.018,0.006,0.034,0.002,0,0.032,0.002,0.022,0,0,0,0.002,0.024,0,0.012,0.012,0.114,0.006,0,0,0.002,0,0,0,0.01,0.012,0
93,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.072,0.004,0,0,0,0,0,0,0,0.008,0,0.004,0,0,0,0.012,0.004,0.198,0,0,0,0,0,0,0,0.044,0,0.002,0.002,0,0.088,0.016,0,0,0.064,0.048,0.002,0.04,0.002,0,0.27,0.004,0.004,0.002,0.012,0.006,0,0,0,0,0,0,0,0.008,0.002,0.002,0,0.002,0,0.004,0.002,0.008,0,0,0,0,0.004,0,0.002,0,0,0.008,0.006,0.016,0,0.008,0.006,0,0.002,0,0,0,0,0,0,0.01
94,0.002,0.002,0.008,0,0.206,0.164,0.02,0.002,0.012,0.094,0,0,0,0,0,0,0.002,0.006,0,0,0,0,0,0,0,0,0,0,0.004,0,0.002,0,0,0,0,0.262,0,0,0,0,0,0,0.002,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.004,0,0.042,0,0,0,0,0,0,0.012,0.128,0,0,0,0,0.002,0,0.004,0,0.01,0.004,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0.008,0,0.048,0,0,0,0.002,0,0,0.058,0.008,0.06,0.004,0.006,0,0,0,0,0.006,0.022,0,0.014,0.006,0.006,0.008,0,0,0,0.01,0.006,0.006,0,0,0.006,0,0.252,0.016,0,0.01,0.01,0,0,0.002,0,0.004,0.02,0,0.002,0,0.004,0.074,0.004,0.002,0.012,0.008,0.002,0,0,0,0.02,0.002,0.008,0.002,0.004,0.004,0,0.006,0,0,0.002,0,0,0.002,0.02,0,0,0.044,0,0.004,0,0,0,0,0.012,0,0,0,0.006,0,0.04,0.02,0.016,0,0,0.008,0.01,0.064,0
96,0,0.002,0,0.076,0,0,0,0,0.008,0,0.084,0.002,0.046,0,0.004,0,0,0,0,0.018,0.006,0,0.004,0,0.006,0,0.002,0,0,0.002,0.002,0.012,0.004,0.012,0.004,0,0.046,0.002,0,0.002,0.004,0,0,0,0,0.002,0.384,0,0.004,0,0,0.05,0,0,0.004,0.002,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.046,0,0,0.052,0,0.01,0,0,0,0.028,0.002,0.002,0,0.002,0,0,0.008,0.002,0.006,0,0.004,0.004,0.03,0.002,0
97,0,0,0,0.01,0,0,0.002,0,0,0,0.016,0,0.078,0.01,0.016,0,0.002,0,0.006,0.004,0.008,0,0,0.002,0.006,0,0,0,0,0.056,0.008,0.002,0,0.024,0.004,0,0.016,0.02,0.006,0.018,0.022,0,0,0.004,0,0.002,0.004,0.022,0.002,0.038,0.006,0.038,0,0.02,0.066,0.014,0,0.002,0,0,0.01,0,0,0,0,0,0,0.086,0.006,0.002,0.01,0,0.004,0,0.038,0,0,0.062,0,0.008,0,0,0,0,0.056,0.004,0,0.002,0.006,0,0.018,0.012,0.014,0,0.002,0.008,0.002,0.096,0
98,0.01,0,0,0.008,0,0,0,0,0,0,0.064,0.01,0.01,0,0,0,0.012,0,0,0,0,0.194,0.004,0.014,0.008,0.01,0,0,0,0.006,0,0.004,0,0,0,0,0.35,0.024,0.002,0.004,0.004,0.018,0,0.006,0,0,0,0,0,0.002,0,0.006,0.002,0,0.002,0.002,0,0,0,0,0.024,0,0.004,0,0.008,0,0,0.008,0,0,0,0,0,0,0.014,0,0,0.016,0,0,0,0,0,0,0,0.002,0,0,0,0,0.002,0.002,0.024,0.018,0.044,0.004,0,0.052,0.002
